raw_data
Text: Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks."
"Id: 329927
UserId: A1EVPGZPU9XDCP
ProfileName: Bob McP
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1251936000
Summary: Great Supplier
Text: Product delivered quickly and item was as advertised.  No complaints here, I recommend this seller on a very high scale.  Keep up the good work and your customers will be well pleased."
"Id: 368113
UserId: A39JG126NWVWKX
ProfileName: Jeffrey Howard ""jeffreii""
HelpfulnessNumerator: 6
HelpfulnessDenominator: 6
Score: 5
Time: 1341792000
Summary: Wow where has coconut oil been all my life - just Google the health benefits and be amazed!
Text: This is my first experience with coconut oil. I heard about it and read up online and was amazed at the health benefits. I found this brand to have the best reviews/price so I went with it. I'm getting ready to purchase my 3rd one in as many months. It has a delicious yet subtle coconut flavor and is now one of only 3 oils I use in my cooking (+olive oil, avocado oil).<br /><br />My uses:<br />-Replace butter/fat/oil for non-stick cooking - except when using olive or avocado oil, this is my go to. In the skillet before eggs/bacon/pancakes/etc.<br />-On toast/pancakes etc. as a butter replacement - that little hint of coconut is delicious and the fattiness is reminiscent of butter.<br />-A tablespoon in my smoothies (for the health benefits)<br />-Oil replacement in baking recipes - it works just as well and is healthier!<br /><br />It's important to note that in cooking, the coconut flavor does not persist. If I add it raw I get that flavor but my eggs/bacon, for example, do not have coconut flavor after being cooked in this oil.<br /><br />HEALTHY: Read up on all the health benefits but here's the main one: yes this is a saturated fat. However, it's made up of medium-chain fatty acids. This type of fat is readily converted to energy and rarely stored as fat. Research shows that coconut oil (in moderation, of course) helps you lose weight and speeds up your metabolism. A few tablespoons a day is GOOD FOR YOU!<br /><br />My only con for this product is the plastic jar/tub. I hate plastic. Glass would be nice, as always!"
"Id: 563174
UserId: A10HCDJHR436EJ
ProfileName: Marisa
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1342569600
Summary: Not tasty
Text: I dont like how it tastes because i don't like oatmeal or raisins but if you like them then i think its good to eat these cookies because they're healthy and you will probably like the taste."
"Id: 329761
UserId: A34NR6ZAZIXQYZ
ProfileName: flo stengel
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1315180800
Summary: Fat free, good for oral hygene and the very favorite of my dog
Text: Finding this product on Amazon was like finding an unexpected Christmas present!<br /><br />Highly recommend by the vet, because of price, I save it for special occasion (always once a day) and, by far, the treat my dog just loves.  True story.  Since I am not able to walk my dog, when the mail lady delivers my mail, she often leaves screen door  open so Scrappy can take off and run for exercize.  She leaves screen door open, whe he has been out running when he should be back, the mail lady hollers ""Greenie, greenie"" and this 15# of black fur runs full speed ahead, into the patio and the door inside (which I left open.  A good testiment for a fantastic product!!"
"Id: 30877
UserId: A3HQAPXAJV7PRX
ProfileName: Diane Kistner
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1328054400
Summary: Where have you been all my life?
Text: I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product."
"Id: 31187
UserId: AXXWXM6K66YMZ
ProfileName: immelbatoast
HelpfulnessNumerator: 5
HelpfulnessDenominator: 10
Score: 1
Time: 1224288000
Summary: Too strong IMO
Text: I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here."
"Id: 367535
UserId: A1RJ06VNBIB1BQ
ProfileName: Ed
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1305763200
Summary: Finally!!! Amazing result!!!
Text: After years and years of suffering, long vet office visits, tons of money on vet bills, applying gallons of meds prescribed, my dogs still had itchy bleeding ear infections until Coconut Oil. I had recently heard of health benefits of coconut oil, in particular of anti bacterial aspect, I gave it a try.<br /><br />After about 1 week, both of my dog's ear infections are almost completely gone!!! with NO bad side effects. I now feed them about a teaspoon of coconut oil for their overall health."
"Id: 563637
UserId: AC497HNO0E8VH
ProfileName: M. Weeks
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1341878400
Summary: Quaker Soft Baked Oatmeal Cookies
Text: Well, let me start by saying these cookies are very soft and moist. However, I did not really like them. They were not sweet (which is a matter of personal preference) and they had a gritty texture to them."
"Id: 30972
UserId: A2FEIY3K5MRNXF
ProfileName: sp2
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1300406400
Summary: Pop Chips
Text: I absolutely love Pop Chips.  They give me the crunch and flavor that I want and I don't have to feel guilty when I eat them!  Perfect portion size in the single serve bag.  I have tried 3 of the flavors (original, BBQ, and green onion) and the BBQ is the best yet."
"Id: 31165
UserId: A2ZMMQ4W17EK2N
ProfileName: Kendra
HelpfulnessNumerator: 0
HelpfulnessDenominator: 1
Score: 2
Time: 1307577600
Summary: Original PopChips
Text: Bought the Original flavor from the store and just tried them tonight. They were very greasy and salty. I did not like them a lot. I will not purchase this original flavor again. However I can't complain because I got the 3 ounce bag for only $1.00 at the store while they were on sale. I tried the BBq flavor and they are delicious. I bought the sea salt & vinegar, and cheddar but haven't tried those yet."
"Id: 31095
UserId: A1U3UICGCDNJYY
ProfileName: I need to quit shopping
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1253664000
Summary: Fantastic low fat option
Text: These chips were part of my recent diet in lieu of regular chips. The sour cream & onion and cheddar flavors are the best of the bunch (I purchased a variety pk b4 these) and are a great option to help you eat a little better. No luck getting the kids to eat them though."
"Id: 329853
UserId: A37XGB2EAFFLQ5
ProfileName: Terrierrr
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1290124800
Summary: Great deal
Text: Our terrier mix adores Greenies (haven't met a dog who doesn't love them, actually)... they kind of have a gummy-bear quality. We give him one before we leave for work so he has a little distraction (only takes him a few minutes to finish one). These are $1.50/ea at our local pet supply store, so buying them in bulk is the way to go. We bought them from Entirely Pets and got a great deal with fast shipping."
"Id: 563786
UserId: A221B991YB1LXU
ProfileName: Lisa Walker
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Great!
Text: This cookie was soft and full of flavor. I felt good about letting my kids try it because it was healthy, and they loved it! I already have requests for it for school lunches!"
"Id: 367784
UserId: A1GB01OO4VYEL8
ProfileName: The Factor Viewer
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 4
Time: 1327017600
Summary: Skin Softener
Text: Really softens the skin and works well in the summer.  I mix this with Shea butter often for optimal results.  I also add some to a nice bath and it really does wonders on the skin."
"Id: 368100
UserId: A148ABAGOSRWCG
ProfileName: brutus sanchez
HelpfulnessNumerator: 0
HelpfulnessDenominator: 11
Score: 4
Time: 1319414400
Summary: Better Before the Price Increase
Text: It sure tasted better before Amazon raised the price. I hope this stuff is good for you - you can get different opinions. But put it in your hair? What a waste."
"Id: 31124
UserId: AGV6IFM1ICPDH
ProfileName: D. J. Timperlake
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1239580800
Summary: Love These Chips!!!!
Text: Purchased these by the case since they are so hard to find in my local store.  Also enlisted in the auto delivery program.  The only problem is by purchasing them 12 at a time - they are always in the house and tempting me.  Will never go back to regular chips again."
"Id: 367736
UserId: AYU404OSVUXQ2
ProfileName: Jen
HelpfulnessNumerator: 28
HelpfulnessDenominator: 28
Score: 4
Time: 1286755200
Summary: The body loves coconut oil
Text: I used this product on toast instead of butter, I used it to cook curry chicken. I used it to scramble eggs. I used it to flat iron my hair (smooth) i used it on my skin (mmm). Good vaginal lubricant too. Also great for oil pulling. I read it can be used with baking soda as a natural toothpaste? Haven't tried that one yet. This product is well worth the money for its many uses."
"Id: 31113
UserId: A2JBZHQVQF7MV0
ProfileName: Sherry
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1248220800
Summary: Addictive!
Text: I really like these. One reviewer mentioned they have soy in them. The last ingredient in them is soy lecithin (emulsifier)which is in many store bought foods. It is not a soy product though. I have to keep my soy intake down because I have Lupus but these do not bother me. They are quite salty and on the rare occasion when I made a pig of myself and ate the whole bag it made my tongue sore. They are really good though. I bought mine at Trader Joe's but am delighted to find them now at Amazon (for only 11 cents more a bag) as it is a pain to go shopping and have to get my wheelchair in and out of the car. I plan to order some right now.A great alternative to greasy regular potato chips."
"Id: 329616
UserId: APCTA6EH9DD4A
ProfileName: adp ""amber""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1332374400
Summary: Puppy love
Text: I have a pitbull who loves her treats I'm obsessed with keeping her healthy so these work great on her teeth and they're a great price!"
"Id: 367680
UserId: A10MBPTTQA249A
ProfileName: Sparkle
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1348358400
Summary: EXCELLENT Hair Conditioner - Blonde Hair
Text: I LOVE THIS FOR MY HAIR!  I am caucasian with blonde highlighted hair. My hair strands are fine but I do have a lot of hair and it is relatively long. My scalp is also naturally a little oily. My hair is healthy, but I do need deep conditioning though as I expose my hair to a lot of elements. (I give all of this detail in case someone is making the decision for themselves as identifies with my hair profile.)<br /><br />My Hubby is a hairdresser / salon owner and because of this I get to try all kinds of hair products.  I've even had expensive caviar shampoo and conditioner (As I roll my eyes). I've used other oils in my hair and most require several washings to get the oil out.  Not this Coconut Oil.  I put it on my dry hair at night and wrap a satin wrapping cap around it while I sleep.  (available near the relaxer s in the hair care section of the store) When I wake I shampoo an condition like normal and my hair looks amazing! I use it twice a week now!<br /><br />THE GOOD<br /><br />Nothing and I mean nothing has made my hair feel as silky and look as shiny as this Coconut Oil.<br /><br />The oil starts out think like crisco but melts in your hands when rubbed together quickly.  This consistency makes it super easy to apply.<br /><br />It isn't runny or drippy.<br /><br />Amazingly ""repairs"" hair after too much sun, surf, chlorine etc.<br /><br />When washed it does not leave a fragrance behind.<br /><br />No Chemicals! 100% Organic and good for you!<br /><br />THE TRICKY<br /><br />It smell of the coconut is rich and luscious and I love it -  but it was hard to ignore it when I woke up or turned over in the night.  It only took about two applications though for me to get used to it."
"Id: 329902
UserId: A1YLVJNGUB0XRT
ProfileName: irene pendell
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1270771200
Summary: Love, love, love
Text: My mini poodle loves these greenies...his groomer also uses them and we just went to a vet who was also familiar with them....all dogs seem to love these ""toothbrushes""...highly recommend them.."
"Id: 563306
UserId: A3RG3Z3DW9T3PM
ProfileName: Sandra C
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342051200
Summary: Yummy!
Text: Def love these cookies! I let my kids eat it. I don't feel guilty afterwards! Pop it in the microwave for a few seconds to make them extra soft :)"
"Id: 368081
UserId: A3AXFT3RQM57DU
ProfileName: Viridiana
HelpfulnessNumerator: 1
HelpfulnessDenominator: 3
Score: 5
Time: 1312502400
Summary: Great!
Text: This is very good product for people trying to get rid of bad bacteria naturally! Take 3 tbs a day."
"Id: 367668
UserId: A1JS8ZO023Z0FU
ProfileName: Champ
HelpfulnessNumerator: 2
HelpfulnessDenominator: 2
Score: 5
Time: 1287100800
Summary: Love it!
Text: EFAGold Coconut Oil is wonderful. I use this product in my hair to seal in moisture (love it). A little goes a long way, so be very light-handed if using in the hair. The shipment was quick I have no complaints!"
"Id: 329661
UserId: A119DZC9OOXNHS
ProfileName: RetiredEducator
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1326240000
Summary: Our dog loves Greenies
Text: Our old dog has dental problems and arthritis.  She LOVES her Greenies and reminds us that she ""deserves"" one a day.  Since starting on her ""senior"" Greenies, she is much more limber and agile.  She has also started chewing on her chew sticks again (after several years of not being interested in them...and yes, we take her to the vet to have her teeth cleaned)."
"Id: 31089
UserId: A1WQQWFCBX4JGU
ProfileName: J. Ek
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1256256000
Summary: Best kid's snack ever!
Text: Popchips do not last long in our house! They are a great snack and the bags are the perfect size!"
"Id: 329610
UserId: A12TCY12RMA0YE
ProfileName: Dayna M. Friend
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1333584000
Summary: OMG look at the great price!!!!
Text: my yorkies love these things. I have a 3 pounder and an 11 pounder and they think getting these are the bees knees! i tried the other sizes but i think since these just fit right in their mouth they love it. The product has a really over bearing smell but once you get over that (it is a dog treat) its amazing"
"Id: 31246
UserId: ARIZ8PY9ULPHH
ProfileName: Bonnie Jo Davis ""Loves to read and review books.""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1327363200
Summary: Holy Cow!! These Are Scrumptious
Text: I didn't realize I was getting 20 packets of these chips but I was happy to see them when they arrived.  I love anything sweet potato so I opened the box eagerly and started chowing down.  They are delicious!  My only concern is that I don't really like the texture of anything ""popped"" but because the flavor is delicious I can overlook that.  These chips would work perfectly with many diet plans.  They are very crispy and although you won't confuse them with ""real"" chips they will satisfy that urge for something crunchy.  I'm going to buy them in several other flavors to keep on hand."
"Id: 367525
UserId: A2X674TN3P7AVU
ProfileName: MS fanatic ""MS fanatic""
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1330473600
Summary: Taste good, great with honey!
Text: Coconut Oil is so tasty, it goes great with anything sweet. I use it on a piece of bread with honey, so good. It is also good for Asian style sweet dishes, gives an excellent flavor. If you using it as a dietary supplement by taking a tablespoon; it can be quite difficulty to swallow because of the texture. One thing about this oil is it doesn't refrigerate well and at 76 Fahrenheit it melts completely."
"Id: 30782
UserId: A22IEMCYCS128S
ProfileName: Pam McEachern
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1346371200
Summary: Very good
Text: These chips are tasty and meet the need I sometimes have for a ""treat"".  Usually potato chips are off limits due to fat and salt.<br /><br />These fill the need for that ""treat"".  The individual packages help limit the amount I eat and are very good."
"Id: 563677
UserId: ATN7AC0D6CUSM
ProfileName: luckygirlbeauty
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: These are great.
Text: I received a cookie from Influenster and Quaker to try in the Raisin flavor. Well this cookie was great soft and moist and the flavor was great. I will buy these for my household. I will also buy other flavors as well. Great for the family and for a travel snack."
"Id: 31020
UserId: A1FS3GMCEMFB2Q
ProfileName: Sara
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 2
Time: 1287446400
Summary: Am i the only one who these give gas?
Text: and they definitely do, being as i tried out this whole 24 pack. They taste alright and not too much fat or calories but i dont know why but they give me gas!! At first I was confused but then I realised when I ate them is when Id later stink up the room. Never again!"
"Id: 30998
UserId: A1WLK5S6F2TD4V
ProfileName: Cortney
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1292198400
Summary: BBQ Pop Chips are AMAZING!
Text: I love these chips, they are healthier than regular ones and taste great. Lots of bbq flavor, not just a sprinkling like some other chips."
"Id: 329637
UserId: A2L9D8C8HN5PMQ
ProfileName: N. Silver ""Cats Rule!""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1330732800
Summary: Woof
Text: ""I love them""<br /><br />  - Winston the dog<br /><br />""These are delicious""<br /><br />  - Suzi the dog<br /><br />""feh....not a reasonable substitute for tunafish""<br /><br />  - Peke the cat"
"Id: 563348
UserId: A9TK6DNW9DOKZ
ProfileName: tlsdavis
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341964800
Summary: Soft and Nummy
Text: Great brand provides a great cookie.  They are soft and have lots of flavor, definitely worth your money.  I received a sample of this from Influenster and am not a fan of raisins, but I agreed to try and review so I gave it a whirl.  I was pleasantly surprised at how much I enjoyed this.  I can't wait to try other kinds!<br /><br />[...]"
"Id: 329708
UserId: A10F0HNTLNTL7W
ProfileName: Penelope Embry
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1319846400
Summary: My doggies love these
Text: These are the best doggie treats ever. My little dachshunds go crazy for these. If I forget to give them their morning greenies, they come looking for me in the house and leap in the air and whine until I get up and go to the cabinet and fetch them a greenie. They do a good job keeping their breath clean too."
"Id: 563651
UserId: A3E6R53BBVWPZ1
ProfileName: Jennifer Eull
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Quaker Cookie
Text: I received a free sample from influenster.com in the Voxbox i got, and my daughter really loved it!! She wouldnt even let me sneak a bit off it, so it must be really good!!!"
"Id: 563037
UserId: AU4U0ISJ875XL
ProfileName: C. Dykstra
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1343174400
Summary: Love this
Text: These are really good.  I love raisin cookies and this one did not dissapoint me.  It is soft and they are in individual packs.  I got it free from Influenster to try and liked it."
"Id: 330038
UserId: A226UEOQJEECZR
ProfileName: Chris
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1321142400
Summary: Good price and fast shipping
Text: I am happy with the service of this company.  Fast shipping and great communication.  Also, the product helps keep my dogs teeth clean and breath smelling great.  My dog gets Greenies every night and reminds me at 8 PM that it is time for Greenies."
"Id: 563835
UserId: A11FWFOKGGAUYA
ProfileName: J. A. Ramos
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: kids love them
Text: i like to buy them for my kids they love them and theyre also good for them, they are soft and chewy healthy and the taste is great"
"Id: 367943
UserId: A2SFH8TIP8E1F1
ProfileName: Pugzmom
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1334361600
Summary: Very helpful
Text: I suffer from frequent yeast infections. This product was recommended to me to be applied as a cream for treatment. It cuts down itching, burning feeling you get with a yeast infection, makes it a lot more tolerable. Not a quick cure, but if used at the onset of the symptoms can help keep it to a minimum."
"Id: 367868
UserId: A7Y38ZIDKV5Z
ProfileName: Erlu
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1350345600
Summary: Amazing stuff!  Cook and bake with this!
Text: This of course smells wonderfully like coconut, and is smooth and easy to work with.  I've used it in brownie batter recently in place of vegetable oil, and they were wonderful and with a slight aroma and taste of coconut...ymumm!<br /><br />Warning, it cooks eggs fine too, but the slight coconut edge to the scrambled eggs takes a little getting used to."
"Id: 367797
UserId: A37S7LFVY0DNIU
ProfileName: Clarity Crystal
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1320451200
Summary: Heavenly
Text: I've used this as a moisturizer for my scalp and for my body for a little over 1 month now. It has stopped my scalp from becoming dry and flaky like it used to do, yet it's light enough to not make my hair greasy (I have relaxed hair with the usual ""new growth""). This makes my skin feel soft and absorbs pretty easily, especially after the shower. I also love the light coconut scent."
"Id: 563412
UserId: AU2SKKGEM27QB
ProfileName: Meg
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Great Tasting!
Text: Cookies are delicious and very soft, i expected a much different taste but to my surpise they were actually great. I got a sample so i will be purchasing these for my family soon."
"Id: 329459
UserId: A3IL1XU220XIC1
ProfileName: William F. Collins III
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1350345600
Summary: Good
Text: My dog likes thse alot..He runs to his bedroom to eat them, which is reserved for just his special treats..Can't say his breath is any better but he just started eating them a month ago,or so.."
"Id: 329924
UserId: A1ENZK86F1VE8P
ProfileName: Kimberly Hart ""Southern Belle""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1254268800
Summary: My doggie hates everything but loves these!
Text: My doggie goes crazy when he hears the box being opened. He has sensitive teeth and doesnt like hard stuff. These are perfect. I started using these after getting his teeth cleaned. I give him one every 2-3 days. Keeping his teeth clean."
"Id: 30880
UserId: AJ2FDNZ3COBFN
ProfileName: Cassie
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 2
Time: 1327968000
Summary: Not as good as I'd hoped
